video_id,trending_date,title,channel_title,category_id,publish_time,tags,views,likes,dislikes,comment_count,comments_disabled,ratings_disabled,video_error_or_removed,Estrella,,ranking_views,Rlikes,Rdislikes
n1WpP7iowLc,17.14.11,"Eminem - Walk On Water (Audio) ft. Beyoncé","EminemVEVO",10,2017-11-10T17:00:03.000Z,"Eminem"|"Walk"|"On"|"Water"|"Aftermath/Shady/Interscope"|"Rap",17158579,787425,43420,125882,False,False,False,Estrella,,4.58,.25
n1WpP7iowLc,17.15.11,"Eminem - Walk On Water (Audio) ft. Beyoncé","EminemVEVO",10,2017-11-10T17:00:03.000Z,"Eminem"|"Walk"|"On"|"Water"|"Aftermath/Shady/Interscope"|"Rap",20539417,840642,47715,124236,False,False,False,Estrella,,4.09,.23
n1WpP7iowLc,17.16.11,"Eminem - Walk On Water (Audio) ft. Beyoncé","EminemVEVO",10,2017-11-10T17:00:03.000Z,"Eminem"|"Walk"|"On"|"Water"|"Aftermath/Shady/Interscope"|"Rap",22702386,869304,50018,123235,False,False,False,Estrella,,3.82,.22
n1WpP7iowLc,17.17.11,"Eminem - Walk On Water (Audio) ft. Beyoncé","EminemVEVO",10,2017-11-10T17:00:03.000Z,"Eminem"|"Walk"|"On"|"Water"|"Aftermath/Shady/Interscope"|"Rap",24578152,891283,51978,125444,False,False,False,Estrella,,3.62,.21
EBt_88nxG4c,17.25.11,"P!nk - Beautiful Trauma (Official Video)","PinkVEVO",10,2017-11-21T14:00:02.000Z,"Beautiful Trauma"|"P!nk"|"Pop"|"RCA Records Label",10997222,375540,14698,27332,False,False,False,Estrella,,3.41,.13
pOHQdIDds6s,17.26.11,"Jake Paul - It's Everyday Bro (Remix) [feat. Gucci Mane]","Jake Paul",22,2017-11-23T00:00:51.000Z,"Jake"|"Paul"|"logan"|"paul"|"its"|"every"|"day"|"Team"|"10"|"bro"|"funny"|"wow"|"crazy"|"vlog"|"adventure"|"disney"|"channel"|"girls"|"vine"|"hot"|"cool"|"fun"|"team"|"lucas"|"marcus"|"dobre"|"actor"|"star"|"daily"|"brothers"|"bizaardvark"|"tv"|"hollywood"|"sexy"|"comedy"|"skits"|"instagram"|"facebook"|"logang"|"jakepaulers"|"family"|"friendly"|"pg"|"kids"|"tai"|"lopez"|"erika"|"costell"|"music"|"video"|"track"|"song"|"gucci"|"mane"|"rapper"|"diss"|"rap"|"beat"|"featuring",11227479,425187,439353,157863,False,False,False,Estrella,,3.78,3.91
EBt_88nxG4c,17.26.11,"P!nk - Beautiful Trauma (Official Video)","PinkVEVO",10,2017-11-21T14:00:02.000Z,"Beautiful Trauma"|"P!nk"|"Pop"|"RCA Records Label",13469626,414639,16809,29968,False,False,False,Estrella,,3.07,.12
pOHQdIDds6s,17.27.11,"Jake Paul - It's Everyday Bro (Remix) [feat. Gucci Mane]","Jake Paul",22,2017-11-23T00:00:51.000Z,"Jake"|"Paul"|"logan"|"paul"|"its"|"every"|"day"|"Team"|"10"|"bro"|"funny"|"wow"|"crazy"|"vlog"|"adventure"|"disney"|"channel"|"girls"|"vine"|"hot"|"cool"|"fun"|"team"|"lucas"|"marcus"|"dobre"|"actor"|"star"|"daily"|"brothers"|"bizaardvark"|"tv"|"hollywood"|"sexy"|"comedy"|"skits"|"instagram"|"facebook"|"logang"|"jakepaulers"|"family"|"friendly"|"pg"|"kids"|"tai"|"lopez"|"erika"|"costell"|"music"|"video"|"track"|"song"|"gucci"|"mane"|"rapper"|"diss"|"rap"|"beat"|"featuring",12214051,439508,480359,161892,False,False,False,Estrella,,3.59,3.93
EBt_88nxG4c,17.27.11,"P!nk - Beautiful Trauma (Official Video)","PinkVEVO",10,2017-11-21T14:00:02.000Z,"Beautiful Trauma"|"P!nk"|"Pop"|"RCA Records Label",15682850,444729,18376,31578,False,False,False,Estrella,,2.83,.11
pOHQdIDds6s,17.28.11,"Jake Paul - It's Everyday Bro (Remix) [feat. Gucci Mane]","Jake Paul",22,2017-11-23T00:00:51.000Z,"Jake"|"Paul"|"logan"|"paul"|"its"|"every"|"day"|"Team"|"10"|"bro"|"funny"|"wow"|"crazy"|"vlog"|"adventure"|"disney"|"channel"|"girls"|"vine"|"hot"|"cool"|"fun"|"team"|"lucas"|"marcus"|"dobre"|"actor"|"star"|"daily"|"brothers"|"bizaardvark"|"tv"|"hollywood"|"sexy"|"comedy"|"skits"|"instagram"|"facebook"|"logang"|"jakepaulers"|"family"|"friendly"|"pg"|"kids"|"tai"|"lopez"|"erika"|"costell"|"music"|"video"|"track"|"song"|"gucci"|"mane"|"rapper"|"diss"|"rap"|"beat"|"featuring",12921578,448453,504340,168477,False,False,False,Estrella,,3.47,3.90
817P8W8-mGE,17.03.12,"Ed Sheeran - Perfect Duet (with Beyoncé) [Official Audio]","Ed Sheeran",10,2017-12-01T00:54:56.000Z,"edsheeran"|"ed sheeran"|"acoustic"|"live"|"cover"|"official"|"remix"|"official video"|"lyrics"|"session"|"beyonce"|"beyonce live",14197878,768285,13156,41315,False,False,False,Estrella,,5.41,.09
817P8W8-mGE,17.04.12,"Ed Sheeran - Perfect Duet (with Beyoncé) [Official Audio]","Ed Sheeran",10,2017-12-01T00:54:56.000Z,"edsheeran"|"ed sheeran"|"acoustic"|"live"|"cover"|"official"|"remix"|"official video"|"lyrics"|"session"|"beyonce"|"beyonce live",19316205,842331,15673,44813,False,False,False,Estrella,,4.36,.08
SAcpESN_Fk4,17.04.12,"Dil Diyan Gallan Song | Tiger Zinda Hai | Salman Khan | Katrina Kaif | Atif Aslam","YRF",10,2017-12-02T16:39:58.000Z,"Salman Khan"|"Katrina Kaif"|"Dil Diyan Gallam Song"|"Tiger Zinda Hai Song"|"Salman Khan New Song"|"Dil Diyan Gallan Tiger Zinda Hai"|"Tiger Zinda Hai New Song"|"Atif Aslam Song"|"Best of Atif Aslam"|"Atif Aslam New Song 2017"|"Romantic Song"|"Hindi Song"|"Bollywood Song"|"Salman Katrina Song"|"2017 Song"|"Best of 2017 Song"|"Dil Diya Galan Song"|"Tiger Zinda Hai Movie Song"|"Vishal and Shekhar song"|"Katrina Kaif New Song"|"dil diya gallan song"|"new song of tiger zinda hai"|"dil diya galla",12974262,446415,13905,36792,False,False,False,Estrella,,3.44,.10
_9YMpuLDnwo,17.05.12,"42 HOLY GRAIL HACKS THAT WILL SAVE YOU A FORTUNE","5-Minute Crafts",26,2017-12-03T08:30:00.000Z,"5-Minute Crafts"|"DIY"|"Do it yourself"|"crafts"|"trucos"|"trucos de belliza"|"proyectos faciles"|"useful things"|"lifehacks"|"tricks"|"tips"|"DIY projects"|"DIY activities"|"Handcraft"|"Tutorial"|"easy life hacks"|"simple life hacks"|"old into new"|"save money"|"money-saving"|"cheap"|"reuse"|"recycle"|"repurpose"|"fix"|"way"|"ways"|"how to"|"fix a phone"|"phone hacks"|"scratches"|"broken screen"|"toothpaste"|"toothpaste hacks"|"eraze"|"plastic bottles"|"fork"|"kitchen"|"kitchen hacks"|"broken"|"cola"|"colgate"|"plastic bags"|"clean"|"cleaning",10883016,100510,21627,11382,False,False,False,Estrella,,.92,.19
SAcpESN_Fk4,17.05.12,"Dil Diyan Gallan Song | Tiger Zinda Hai | Salman Khan | Katrina Kaif | Atif Aslam","YRF",10,2017-12-02T16:39:58.000Z,"Salman Khan"|"Katrina Kaif"|"Dil Diyan Gallam Song"|"Tiger Zinda Hai Song"|"Salman Khan New Song"|"Dil Diyan Gallan Tiger Zinda Hai"|"Tiger Zinda Hai New Song"|"Atif Aslam Song"|"Best of Atif Aslam"|"Atif Aslam New Song 2017"|"Romantic Song"|"Hindi Song"|"Bollywood Song"|"Salman Katrina Song"|"2017 Song"|"Best of 2017 Song"|"Dil Diya Galan Song"|"Tiger Zinda Hai Movie Song"|"Vishal and Shekhar song"|"Katrina Kaif New Song"|"dil diya gallan song"|"new song of tiger zinda hai"|"dil diya galla",15766864,498384,15660,40008,False,False,False,Estrella,,3.16,.09
817P8W8-mGE,17.05.12,"Ed Sheeran - Perfect Duet (with Beyoncé) [Official Audio]","Ed Sheeran",10,2017-12-01T00:54:56.000Z,"edsheeran"|"ed sheeran"|"acoustic"|"live"|"cover"|"official"|"remix"|"official video"|"lyrics"|"session"|"beyonce"|"beyonce live",24409811,895417,17872,46589,False,False,False,Estrella,,3.66,.07
_9YMpuLDnwo,17.06.12,"42 HOLY GRAIL HACKS THAT WILL SAVE YOU A FORTUNE","5-Minute Crafts",26,2017-12-03T08:30:00.000Z,"5-Minute Crafts"|"DIY"|"Do it yourself"|"crafts"|"trucos"|"trucos de belliza"|"proyectos faciles"|"useful things"|"lifehacks"|"tricks"|"tips"|"DIY projects"|"DIY activities"|"Handcraft"|"Tutorial"|"easy life hacks"|"simple life hacks"|"old into new"|"save money"|"money-saving"|"cheap"|"reuse"|"recycle"|"repurpose"|"fix"|"way"|"ways"|"how to"|"fix a phone"|"phone hacks"|"scratches"|"broken screen"|"toothpaste"|"toothpaste hacks"|"eraze"|"plastic bottles"|"fork"|"kitchen"|"kitchen hacks"|"broken"|"cola"|"colgate"|"plastic bags"|"clean"|"cleaning",12310226,109118,24634,8492,False,False,False,Estrella,,.88,.20
SA7AIQw-7Ms,17.06.12,"G-Eazy & Halsey - Him & I (Official Video)","GEazyMusicVEVO",10,2017-12-01T16:15:00.000Z,"BPG/RVG/RCA Records"|"G-Eazy & Halsey"|"Him & I"|"Rap",10279835,467926,6715,21848,False,False,False,Estrella,,4.55,.06
SAcpESN_Fk4,17.06.12,"Dil Diyan Gallan Song | Tiger Zinda Hai | Salman Khan | Katrina Kaif | Atif Aslam","YRF",10,2017-12-02T16:39:58.000Z,"Salman Khan"|"Katrina Kaif"|"Dil Diyan Gallam Song"|"Tiger Zinda Hai Song"|"Salman Khan New Song"|"Dil Diyan Gallan Tiger Zinda Hai"|"Tiger Zinda Hai New Song"|"Atif Aslam Song"|"Atif Aslam New Song 2017"|"Romantic Song"|"Bollywood Song"|"Salman Katrina Song"|"2017 Song"|"Best of 2017 Song"|"Dil Diya Galan Song"|"Tiger Zinda Hai Movie Song"|"Vishal and Shekhar song"|"Katrina Kaif New Song"|"dil diya gallan song"|"new song of tiger zinda hai"|"dil diya galla"|"Tiger Zinda Hai Trailer"|"YRF",18658794,540500,17496,41823,False,False,False,Estrella,,2.89,.09
817P8W8-mGE,17.06.12,"Ed Sheeran - Perfect Duet (with Beyoncé) [Official Audio]","Ed Sheeran",10,2017-12-01T00:54:56.000Z,"edsheeran"|"ed sheeran"|"acoustic"|"live"|"cover"|"official"|"remix"|"official video"|"lyrics"|"session"|"beyonce"|"beyonce live",29337935,933941,19666,47767,False,False,False,Estrella,,3.18,.06
_9YMpuLDnwo,17.07.12,"42 HOLY GRAIL HACKS THAT WILL SAVE YOU A FORTUNE","5-Minute Crafts",26,2017-12-03T08:30:00.000Z,"5-Minute Crafts"|"DIY"|"Do it yourself"|"crafts"|"trucos"|"trucos de belliza"|"proyectos faciles"|"useful things"|"lifehacks"|"tricks"|"tips"|"DIY projects"|"DIY activities"|"Handcraft"|"Tutorial"|"easy life hacks"|"simple life hacks"|"old into new"|"save money"|"money-saving"|"cheap"|"reuse"|"recycle"|"repurpose"|"fix"|"way"|"ways"|"how to"|"fix a phone"|"phone hacks"|"scratches"|"broken screen"|"toothpaste"|"toothpaste hacks"|"eraze"|"plastic bottles"|"fork"|"kitchen"|"kitchen hacks"|"broken"|"cola"|"colgate"|"plastic bags"|"clean"|"cleaning",16127761,138239,28873,14458,False,False,False,Estrella,,.85,.17
SA7AIQw-7Ms,17.07.12,"G-Eazy & Halsey - Him & I (Official Video)","GEazyMusicVEVO",10,2017-12-01T16:15:00.000Z,"BPG/RVG/RCA Records"|"G-Eazy & Halsey"|"Him & I"|"Rap",12692634,521808,7761,22594,False,False,False,Estrella,,4.11,.06
817P8W8-mGE,17.07.12,"Ed Sheeran - Perfect Duet (with Beyoncé) [Official Audio]","Ed Sheeran",10,2017-12-01T00:54:56.000Z,"edsheeran"|"ed sheeran"|"acoustic"|"live"|"cover"|"official"|"remix"|"official video"|"lyrics"|"session"|"beyonce"|"beyonce live",32777142,965597,21082,49556,False,False,False,Estrella,,2.94,.06
